task,variant,noise_type,noise_level,original_id,original_text,text,y_true,y_true_name,clean_y_pred,clean_y_pred_name,y_pred,y_pred_name,error_type,sentiment_label,sentiment_name,topic_label,topic_name
sentiment,mixed_no_accent,mixed,medium,test_1403,"giáo viên nhiệt tình , giúp đỡ học sinh rèn luyện tốt khả năng nói .","giao vien nhiet tnih , giup do hoc sinh ren luyen tot kha nang noi .",2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_2144,lớp thực hành không nên học trước lớp lý thuyết .,lop thuc hnh khong nen hoc truoc lop ly thuyet .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_2819,hơi bắt bẻ .,hoi bat be .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_3042,"giảng viên giảng dạy dễ hiểu , giúp đỡ sinh viên nhiệt tình .","giang vien giang day de hieu , giup do sinh vien nhiet tinh .",2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1603,"giáo viên không bám sát với sinh viên , không nắm được sinh viên cần gì .","giao vien khong bam sat vs sinh vien , khong nam duoc sinh vien can gi .",0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1458,cô tận tâm và nhiệt tình .,co tan tam va nhiet tinh .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_2022,giảng khó hiểu hơn các thầy cô khác .,giang kho hieu hon cac thay co khac .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1917,tài liệu của giảng viên đưa ra còn thiếu sót và nội dung tài liệu có nhiều sai sót .,tai lieu cua giang vien dua ra con thieu sot va noi dung tai lieu co nhieu sai sot .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_1807,giảng viên gần như không có mặt ở lớp .,giang vien gan nhu khong co mat o lop .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_2245,cần giảng chậm và kỹ để chúng em hiểu bài .,can giang cham va ky de chung em hieu bai .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_749,phòng học cần có rèm để máy chiếu được rõ ràng .,pohng hoc can co rem de may chieu duoc ro rang .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,2,facility
sentiment,mixed_no_accent,mixed,medium,test_1747,giáo viên hướng dẫn thực hành tận tình khi sinh viên có câu hỏi .,giao vien huong dan thuc hanh tan tinh khi sv co cau hoi .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_723,cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành .,cho phep sinh vien chuan bi bai truoc tiet kiem thoi gian lam thuc hanh .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_2147,nói còn nhỏ .,noi con nho .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_502,trình độ chuyên môn cao .,trinh do chuyen mon cao .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1621,giảng viên luyện đọc rất tốt .,giang vien luyen doc rat tot .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1279,"thầy dạy chủ động , liên tục , giới thiệu đường lối công nghiệp .","thay day chu dong , lien tuc , gii thieu duong loi cong nghiep .",2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_1364,học vậy đâu phải là học .,hoc vay dau phai la hoc .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,3,others
sentiment,mixed_no_accent,mixed,medium,test_2464,môn học chỉ nên có một giảng viên đứng lớp để đảm bảo tính liên tục cho bài học .,mon hoc chi nen co mot giang vien dung lop de dam bao tinh lien tuc cho bai hoc .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_321,ít demo .,it demo .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_3073,sử dụng nhiều ví dụ giúp sinh viên nắm kiến thức nhanh .,su dung nhieu vi du giup sinh vien nam kien thuc nhanh .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,3,others
sentiment,mixed_no_accent,mixed,medium,test_1610,nhiệt tình dạy dễ hiểu .,nhiet tinh day de hieu .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_2270,giảng dạy dễ hiểu .,giang day de hieu .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_no_accent,mixed,medium,test_413,mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này .,mong nha truong se huong dao tao co the giao tiep nhieu hon de thi o bo mon nay .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_1631,tăng thời gian dạy học để sinh viên có nhiều thời gian thực hành tại lớp hơn .,tang thoi gian day hoc de sinh vien co nhieu thoi gian thc hanh tai lop hon .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_1077,em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,em khong lien he duoc moi quan he giua chuong trinh hoc theo sach va de thi .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_no_accent,mixed,medium,test_1425,"tận tình , truyền đạt tốt .","tan tinh , truyen dat tot .",2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_light,mixed,light,test_3141,quá nghiêm khắc tạo áp lực .,qua nghiêm khắc tạo áp lực .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_783,sau lễ 30 fraction 4 - 1 fraction 5 doubledot giảng viên không đến lớp để giảng dạy .,sau lễ 30 fraction 4 - 1 fraction 5 doubledot giảng viên khong đến lớp để giảng dạy .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_1848,giáo viên không lên lớp .,giáo viên khong lên lớp .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_2713,thầy giảng dạy không thu hút cho lắm .,thầy giảng dạy khong thu hút cho lắm .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_1180,giờ lên lớp không chắc chắn .,giờ lên lớp khong chắc chắn .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_2896,dạy chưa hiểu rõ bài .,dạy cưha hiểu rõ bài .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_1481,truyền đạt không dễ hiểu .,truyền đạt kông dễ hiểu .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_721,"học xong môn này , em không có thêm một chút kiến thức nào về môn điện tử cũng như cách vận dụng những gì đã học vào thực tế .","học xong môn này , em khnôg có thêm một chút kiến thức nào về môn đệin tử cũng như cách vận dụng những gì đã học vào thực tế .",0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_555,đừng nghĩ mọi thứ tự em đã biết trước hết colonsmile .,đừg nghĩ mọi thứ tự em đã biết trước hết colonsmile .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,3,others
sentiment,mixed_light,mixed,light,test_1206,dành nhiều thời gian trên lớp để chép bài lên bảng .,dành nhiều tthời gian trên lớp để céhp bài lên bảng .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_570,slide chi tiết .,slide chi tếit .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,1,training_program
sentiment,mixed_light,mixed,light,test_3036,giáo viên dạy không tạo được cảm giác hứng thú cho sinh viên .,giáo viên dạy k tạo được cảm giác hứng thú cho sinh viên .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_50,không biết được chính xác bao giờ học thật để đi học .,khonng biết được chính xác bao giờ học thật để đi học .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_light,mixed,light,test_291,sinh viên hiểu thầy mới cho về .,sinh viên hiểuu thầy mới cho về .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_light,mixed,light,test_2599,không hài lòng tất cả .,khong hài lòng tất cả .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,3,others
sentiment,mixed_light,mixed,light,test_1077,em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,em khong liên hệ dc mối quan hệ giữa chương trình học theo sách và đề thi .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_light,mixed,light,test_1452,các bài tập thực hành vận dụng được kiến thức đã học trên lớp .,các bài tập tthực hành vận dnụg đưc kiến thức đã học trên lớp .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,1,training_program
sentiment,mixed_light,mixed,light,test_300,có giờ tiếp sinh viên .,có giờ tiếp snh viên .,2,positive,2,positive,1,neutral,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_light,mixed,light,test_618,thân thiện và dễ tiếp thu hơn .,tân thiện và dễ tiếp thu hơn .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_63,rất thực tế không dài dòng .,rat thực tế ko dài dòng .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,3,others
sentiment,mixed_light,mixed,light,test_1838,"về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .","về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn cấhm theo cảm tính mà khong có bất cứ một thang điểm cụ thể nào .",0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_109,cách giảng của thầy đa số trong lớp không ai hiểu dù thấy có giảng lại .,cách giảng của thầy đa số trong lớp khong ai hiểu dù thấy có giảng lại .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_3022,lớp học sôi động .,lớp học sôi đnộg .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,1,training_program
sentiment,mixed_light,mixed,light,test_125,có nhiều thầy cô đến lớp không đúng giờ .,có nhiều thầy cô đến lớp khong đúng giờ .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,2,facility
sentiment,mixed_light,mixed,light,test_2993,cách mà thầy giảng bài khiến cho sinh viên không thấy chán trong giờ học !,cách mà thầy giảng bài khiến cho sv khôông tấy chán trong giờ học !,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_light,mixed,light,test_1623,dạy không rõ trọng tâm .,dạy khong rõ trọng tâm .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_2443,odoo quá khó .,odoo qua khó .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,1,training_program
sentiment,mixed_light,mixed,light,test_615,sinh viên chưa tiếp xúc được với giáo viên .,sinh viên cưa tiếp xúc được với giáo viên .,0,negative,0,negative,2,positive,clean_correct_noisy_wrong,0,negative,0,lecturer
sentiment,mixed_light,mixed,light,test_1485,thường xuyên đăng slide bài giảng lên hệ thống moodle .,thường xuyên đăng slide bg lên hệ thống moodle .,2,positive,2,positive,0,negative,clean_correct_noisy_wrong,2,positive,0,lecturer
sentiment,mixed_light,mixed,light,test_1334,thầy wzjwz186 không dạy lớp này .,thầy wzjzw186 không dạy lớp này .,0,negative,0,negative,1,neutral,clean_correct_noisy_wrong,0,negative,0,lecturer
