task,model,variant,label,precision,recall,f1_score,support
sentiment,tfidf_char_svm,no_accent,macro avg,0.45811271625244937,0.4903977031051565,0.414024354738369,3166.0
sentiment,tfidf_char_svm,no_accent,weighted avg,0.614779377570062,0.474415666456096,0.5228120042882902,3166.0
sentiment,tfidf_char_svm,typo_light,negative,0.8811333794056669,0.9048970901348474,0.8928571428571429,1409.0
sentiment,tfidf_char_svm,typo_light,neutral,0.372972972972973,0.41317365269461076,0.39204545454545453,167.0
sentiment,tfidf_char_svm,typo_light,positive,0.9263363754889179,0.8937106918238994,0.9097311139564661,1590.0
sentiment,tfidf_char_svm,typo_light,accuracy,,,0.8733417561591914,
sentiment,tfidf_char_svm,typo_light,macro avg,0.7268142426225194,0.7372604782177858,0.7315445704530212,3166.0
sentiment,tfidf_char_svm,typo_light,weighted avg,0.8770304027468259,0.8733417561591914,0.8749146482582396,3166.0
sentiment,tfidf_char_svm,typo_medium,negative,0.876551724137931,0.9020581973030518,0.8891220706540749,1409.0
sentiment,tfidf_char_svm,typo_medium,neutral,0.3717277486910995,0.4251497005988024,0.39664804469273746,167.0
sentiment,tfidf_char_svm,typo_medium,positive,0.9272131147540984,0.889308176100629,0.9078651685393259,1590.0
sentiment,tfidf_char_svm,typo_medium,accuracy,,,0.8704990524320909,
sentiment,tfidf_char_svm,typo_medium,macro avg,0.725164195861043,0.738838691334161,0.7312117612953793,3166.0
sentiment,tfidf_char_svm,typo_medium,weighted avg,0.8753660030956332,0.8704990524320909,0.8725580666433377,3166.0
sentiment,tfidf_char_svm,teencode_light,negative,0.8818565400843882,0.8899929027679205,0.8859060402684564,1409.0
sentiment,tfidf_char_svm,teencode_light,neutral,0.3756345177664975,0.4431137724550898,0.4065934065934066,167.0
sentiment,tfidf_char_svm,teencode_light,positive,0.9204912734324499,0.8955974842767296,0.9078737647433854,1590.0
sentiment,tfidf_char_svm,teencode_light,accuracy,,,0.8692356285533797,
sentiment,tfidf_char_svm,teencode_light,macro avg,0.7259941104277785,0.7429013864999133,0.7334577372017494,3166.0
sentiment,tfidf_char_svm,teencode_light,weighted avg,0.8745571554654148,0.8692356285533797,0.87165571559739,3166.0
sentiment,tfidf_char_svm,mixed_light,negative,0.8834399431414357,0.8821859474804826,0.8828125,1409.0
sentiment,tfidf_char_svm,mixed_light,neutral,0.35121951219512193,0.4311377245508982,0.3870967741935484,167.0
sentiment,tfidf_char_svm,mixed_light,positive,0.915057915057915,0.8943396226415095,0.9045801526717557,1590.0
sentiment,tfidf_char_svm,mixed_light,accuracy,,,0.8644977890082123,
sentiment,tfidf_char_svm,mixed_light,macro avg,0.7165724567981574,0.7358877648909634,0.7248298089551014,3166.0
sentiment,tfidf_char_svm,mixed_light,weighted avg,0.8712453011260116,0.8644977890082123,0.8675964676368965,3166.0
sentiment,tfidf_char_svm,mixed_no_accent,negative,0.5956482320942883,0.46628814762242726,0.5230891719745223,1409.0
sentiment,tfidf_char_svm,mixed_no_accent,neutral,0.09044715447154472,0.5329341317365269,0.15464813205907907,167.0
sentiment,tfidf_char_svm,mixed_no_accent,positive,0.6867469879518072,0.4660377358490566,0.5552641438741102,1590.0
sentiment,tfidf_char_svm,mixed_no_accent,accuracy,,,0.46967782691092863,
sentiment,tfidf_char_svm,mixed_no_accent,macro avg,0.45761412483921343,0.48842000506933697,0.4110004826359039,3166.0
sentiment,tfidf_char_svm,mixed_no_accent,weighted avg,0.6147507089895684,0.46967782691092863,0.5198132881003801,3166.0
topic,majority,clean,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,clean,training_program,0.0,0.0,0.0,572.0
topic,majority,clean,facility,0.0,0.0,0.0,145.0
topic,majority,clean,others,0.0,0.0,0.0,159.0
topic,majority,clean,accuracy,,,0.7233101705622236,
topic,majority,clean,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,clean,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,no_accent,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,no_accent,training_program,0.0,0.0,0.0,572.0
topic,majority,no_accent,facility,0.0,0.0,0.0,145.0
topic,majority,no_accent,others,0.0,0.0,0.0,159.0
topic,majority,no_accent,accuracy,,,0.7233101705622236,
topic,majority,no_accent,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,no_accent,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,typo_light,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,typo_light,training_program,0.0,0.0,0.0,572.0
topic,majority,typo_light,facility,0.0,0.0,0.0,145.0
topic,majority,typo_light,others,0.0,0.0,0.0,159.0
topic,majority,typo_light,accuracy,,,0.7233101705622236,
topic,majority,typo_light,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,typo_light,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,typo_medium,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,typo_medium,training_program,0.0,0.0,0.0,572.0
topic,majority,typo_medium,facility,0.0,0.0,0.0,145.0
topic,majority,typo_medium,others,0.0,0.0,0.0,159.0
topic,majority,typo_medium,accuracy,,,0.7233101705622236,
topic,majority,typo_medium,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,typo_medium,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,teencode_light,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,teencode_light,training_program,0.0,0.0,0.0,572.0
topic,majority,teencode_light,facility,0.0,0.0,0.0,145.0
topic,majority,teencode_light,others,0.0,0.0,0.0,159.0
topic,majority,teencode_light,accuracy,,,0.7233101705622236,
topic,majority,teencode_light,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,teencode_light,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,mixed_light,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,mixed_light,training_program,0.0,0.0,0.0,572.0
topic,majority,mixed_light,facility,0.0,0.0,0.0,145.0
topic,majority,mixed_light,others,0.0,0.0,0.0,159.0
topic,majority,mixed_light,accuracy,,,0.7233101705622236,
topic,majority,mixed_light,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,mixed_light,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,majority,mixed_no_accent,lecturer,0.7233101705622236,1.0,0.8394428152492669,2290.0
topic,majority,mixed_no_accent,training_program,0.0,0.0,0.0,572.0
topic,majority,mixed_no_accent,facility,0.0,0.0,0.0,145.0
topic,majority,mixed_no_accent,others,0.0,0.0,0.0,159.0
topic,majority,mixed_no_accent,accuracy,,,0.7233101705622236,
topic,majority,mixed_no_accent,macro avg,0.1808275426405559,0.25,0.20986070381231672,3166.0
topic,majority,mixed_no_accent,weighted avg,0.523177602838753,0.7233101705622236,0.6071775258751805,3166.0
topic,tfidf_word_svm,clean,lecturer,0.934322986954566,0.9069868995633188,0.9204520274761799,2290.0
topic,tfidf_word_svm,clean,training_program,0.6722817764165391,0.7674825174825175,0.7167346938775511,572.0
topic,tfidf_word_svm,clean,facility,0.9054054054054054,0.9241379310344827,0.9146757679180887,145.0
topic,tfidf_word_svm,clean,others,0.4788732394366197,0.4276729559748428,0.45182724252491696,159.0
topic,tfidf_word_svm,clean,accuracy,,,0.8584965255843335,
topic,tfidf_word_svm,clean,macro avg,0.7477208520532824,0.7565700760137904,0.7509224329491841,3166.0
topic,tfidf_word_svm,clean,weighted avg,0.862782515821359,0.8584965255843335,0.8598470959343006,3166.0
topic,tfidf_word_svm,no_accent,lecturer,0.7757575757575758,0.3353711790393013,0.4682926829268293,2290.0
topic,tfidf_word_svm,no_accent,training_program,0.34216335540838855,0.270979020979021,0.3024390243902439,572.0
topic,tfidf_word_svm,no_accent,facility,0.45161290322580644,0.09655172413793103,0.1590909090909091,145.0
topic,tfidf_word_svm,no_accent,others,0.06323877068557919,0.6729559748427673,0.11561318206374932,159.0
topic,tfidf_word_svm,no_accent,accuracy,,,0.3297536323436513,
topic,tfidf_word_svm,no_accent,macro avg,0.40819315126933753,0.3439644747497551,0.2613589496179329,3166.0
topic,tfidf_word_svm,no_accent,weighted avg,0.6467912581444081,0.3297536323436513,0.40645484637396606,3166.0
topic,tfidf_word_svm,typo_light,lecturer,0.9339067451335445,0.9008733624454148,0.9170926872638364,2290.0
topic,tfidf_word_svm,typo_light,training_program,0.6696969696969697,0.7727272727272727,0.7175324675324676,572.0
topic,tfidf_word_svm,typo_light,facility,0.9047619047619048,0.9172413793103448,0.910958904109589,145.0
topic,tfidf_word_svm,typo_light,others,0.4666666666666667,0.44025157232704404,0.45307443365695793,159.0
topic,tfidf_word_svm,typo_light,accuracy,,,0.8553379658875553,
topic,tfidf_word_svm,typo_light,macro avg,0.7437580715647715,0.7577733967025191,0.7496646231407127,3166.0
topic,tfidf_word_svm,typo_light,weighted avg,0.8613719485827415,0.8553379658875553,0.8574537906854403,3166.0
topic,tfidf_word_svm,typo_medium,lecturer,0.9339407744874715,0.8951965065502183,0.9141583054626533,2290.0
topic,tfidf_word_svm,typo_medium,training_program,0.6536731634182908,0.7622377622377622,0.7037933817594835,572.0
topic,tfidf_word_svm,typo_medium,facility,0.8979591836734694,0.9103448275862069,0.9041095890410958,145.0
topic,tfidf_word_svm,typo_medium,others,0.4394904458598726,0.4339622641509434,0.43670886075949367,159.0
topic,tfidf_word_svm,typo_medium,accuracy,,,0.8487049905243209,
topic,tfidf_word_svm,typo_medium,macro avg,0.7312658918597761,0.7504353401312828,0.7396925342556816,3166.0
topic,tfidf_word_svm,typo_medium,weighted avg,0.8568251691648594,0.8487049905243209,0.8517134975197785,3166.0
topic,tfidf_word_svm,teencode_light,lecturer,0.9315623592976137,0.9034934497816594,0.9173132343161161,2290.0
topic,tfidf_word_svm,teencode_light,training_program,0.667687595712098,0.7622377622377622,0.7118367346938775,572.0
topic,tfidf_word_svm,teencode_light,facility,0.9178082191780822,0.9241379310344827,0.9209621993127147,145.0
topic,tfidf_word_svm,teencode_light,others,0.4657534246575342,0.4276729559748428,0.4459016393442623,159.0
topic,tfidf_word_svm,teencode_light,accuracy,,,0.8550221099178774,
topic,tfidf_word_svm,teencode_light,macro avg,0.7457028997113321,0.7543855247571868,0.7490034519167426,3166.0
topic,tfidf_word_svm,teencode_light,weighted avg,0.8598648432849733,0.8550221099178774,0.8566821852131666,3166.0
topic,tfidf_word_svm,mixed_light,lecturer,0.9276672694394213,0.8960698689956332,0.9115948467347845,2290.0
topic,tfidf_word_svm,mixed_light,training_program,0.6534954407294833,0.7517482517482518,0.6991869918699187,572.0
topic,tfidf_word_svm,mixed_light,facility,0.9154929577464789,0.896551724137931,0.9059233449477352,145.0
topic,tfidf_word_svm,mixed_light,others,0.43506493506493504,0.42138364779874216,0.4281150159744409,159.0
topic,tfidf_word_svm,mixed_light,accuracy,,,0.8461781427668983,
topic,tfidf_word_svm,mixed_light,macro avg,0.7329301507450796,0.7414383731701396,0.7362050498817199,3166.0
topic,tfidf_word_svm,mixed_light,weighted avg,0.8528361473980112,0.8461781427668983,0.8486785631489602,3166.0
topic,tfidf_word_svm,mixed_no_accent,lecturer,0.7757390417940877,0.3323144104803493,0.4653011311525527,2290.0
topic,tfidf_word_svm,mixed_no_accent,training_program,0.3490990990990991,0.270979020979021,0.3051181102362205,572.0
topic,tfidf_word_svm,mixed_no_accent,facility,0.4827586206896552,0.09655172413793103,0.16091954022988506,145.0
topic,tfidf_word_svm,mixed_no_accent,others,0.0630841121495327,0.6792452830188679,0.11544628540887227,159.0
topic,tfidf_word_svm,mixed_no_accent,accuracy,,,0.32785849652558435,
topic,tfidf_word_svm,mixed_no_accent,macro avg,0.4176702184330937,0.34477260965404233,0.2616962667568826,3166.0
topic,tfidf_word_svm,mixed_no_accent,weighted avg,0.6494496096730642,0.32785849652558435,0.40485042391276305,3166.0
topic,tfidf_char_svm,clean,lecturer,0.9365079365079365,0.8759825327510917,0.9052346570397112,2290.0
topic,tfidf_char_svm,clean,training_program,0.6344086021505376,0.722027972027972,0.6753883892068684,572.0
topic,tfidf_char_svm,clean,facility,0.8580645161290322,0.9172413793103448,0.8866666666666667,145.0
topic,tfidf_char_svm,clean,others,0.39908256880733944,0.5471698113207547,0.46153846153846156,159.0
topic,tfidf_char_svm,clean,accuracy,,,0.8335439039797852,
topic,tfidf_char_svm,clean,macro avg,0.7070159058987114,0.7656054238525408,0.732207043612927,3166.0
topic,tfidf_char_svm,clean,weighted avg,0.8513450342111052,0.8335439039797852,0.8405751122231676,3166.0
topic,tfidf_char_svm,no_accent,lecturer,0.778839590443686,0.4982532751091703,0.6077230359520639,2290.0
topic,tfidf_char_svm,no_accent,training_program,0.2532588454376164,0.23776223776223776,0.24526600541027954,572.0
topic,tfidf_char_svm,no_accent,facility,0.2857142857142857,0.15172413793103448,0.1981981981981982,145.0
topic,tfidf_char_svm,no_accent,others,0.07543698252069918,0.5157232704402516,0.13162118780096307,159.0
topic,tfidf_char_svm,no_accent,accuracy,,,0.43619709412507895,
topic,tfidf_char_svm,no_accent,macro avg,0.3483124260290718,0.35086573031067353,0.2957021068403762,3166.0
topic,tfidf_char_svm,no_accent,weighted avg,0.6259727647996589,0.43619709412507895,0.4995718303929242,3166.0
topic,tfidf_char_svm,typo_light,lecturer,0.9343031440638198,0.8694323144104803,0.9007011988237955,2290.0
topic,tfidf_char_svm,typo_light,training_program,0.625,0.7167832167832168,0.6677524429967426,572.0
topic,tfidf_char_svm,typo_light,facility,0.8516129032258064,0.9103448275862069,0.88,145.0
topic,tfidf_char_svm,typo_light,others,0.3794642857142857,0.5345911949685535,0.44386422976501305,159.0
topic,tfidf_char_svm,typo_light,accuracy,,,0.8269109286165508,
topic,tfidf_char_svm,typo_light,macro avg,0.697595083250978,0.7577878884371144,0.7230794678963879,3166.0
topic,tfidf_char_svm,typo_light,weighted avg,0.8467697069811942,0.8269109286165508,0.8347234855443036,3166.0
topic,tfidf_char_svm,typo_medium,lecturer,0.9350588235294117,0.8676855895196507,0.9001132502831257,2290.0
topic,tfidf_char_svm,typo_medium,training_program,0.6270928462709284,0.7202797202797203,0.6704637917005696,572.0
topic,tfidf_char_svm,typo_medium,facility,0.8562091503267973,0.903448275862069,0.8791946308724832,145.0
topic,tfidf_char_svm,typo_medium,others,0.36796536796536794,0.5345911949685535,0.4358974358974359,159.0
topic,tfidf_char_svm,typo_medium,accuracy,,,0.8259633607075174,
topic,tfidf_char_svm,typo_medium,macro avg,0.6965815470231264,0.7565011951574984,0.7214172771884035,3166.0
topic,tfidf_char_svm,typo_medium,weighted avg,0.8473274271172466,0.8259633607075174,0.8343510883718528,3166.0
topic,tfidf_char_svm,teencode_light,lecturer,0.933993399339934,0.8650655021834062,0.8982090228973022,2290.0
topic,tfidf_char_svm,teencode_light,training_program,0.6198473282442748,0.7097902097902098,0.6617766911165445,572.0
topic,tfidf_char_svm,teencode_light,facility,0.8562091503267973,0.903448275862069,0.8791946308724832,145.0
topic,tfidf_char_svm,teencode_light,others,0.3670886075949367,0.5471698113207547,0.4393939393939394,159.0
topic,tfidf_char_svm,teencode_light,accuracy,,,0.822804801010739,
topic,tfidf_char_svm,teencode_light,macro avg,0.6942846213764857,0.7563684497891099,0.7196435710700673,3166.0
topic,tfidf_char_svm,teencode_light,weighted avg,0.8452037181456583,0.822804801010739,0.8315798444705091,3166.0
topic,tfidf_char_svm,mixed_light,lecturer,0.9313264346190028,0.8646288209606987,0.8967391304347826,2290.0
topic,tfidf_char_svm,mixed_light,training_program,0.6236391912908242,0.701048951048951,0.660082304526749,572.0
topic,tfidf_char_svm,mixed_light,facility,0.8636363636363636,0.9172413793103448,0.8896321070234113,145.0
topic,tfidf_char_svm,mixed_light,others,0.35390946502057613,0.5408805031446541,0.42786069651741293,159.0
topic,tfidf_char_svm,mixed_light,accuracy,,,0.8212255211623499,
topic,tfidf_char_svm,mixed_light,macro avg,0.6931278636416917,0.7559499136161622,0.7185785596255889,3166.0
topic,tfidf_char_svm,mixed_light,weighted avg,0.8436380386485823,0.8212255211623499,0.8301093471729677,3166.0
topic,tfidf_char_svm,mixed_no_accent,lecturer,0.7796373779637378,0.4882096069868996,0.6004296455424275,2290.0
topic,tfidf_char_svm,mixed_no_accent,training_program,0.26022304832713755,0.24475524475524477,0.25225225225225223,572.0
topic,tfidf_char_svm,mixed_no_accent,facility,0.3,0.16551724137931034,0.21333333333333335,145.0
topic,tfidf_char_svm,mixed_no_accent,others,0.07719928186714542,0.5408805031446541,0.13511390416339356,159.0
topic,tfidf_char_svm,mixed_no_accent,accuracy,,,0.4320909665192672,
topic,tfidf_char_svm,mixed_no_accent,macro avg,0.3542649270395052,0.3598406490665272,0.30028228382285166,3166.0
topic,tfidf_char_svm,mixed_no_accent,weighted avg,0.6285508101696015,0.4320909665192672,0.4964272333151485,3166.0
