variant,noise_type,noise_level,original_id,original_text,text,char_change_ratio,sentiment_label,sentiment_name,topic_label,topic_name
mixed_light,mixed,light,test_1656,cần sử dụng web môn học để thông báo điểm thi cho sinh viên .,cần sử dụng web môn học để thông báo điểm thi cho siinh viên .,0.00813,0,negative,1,training_program
mixed_light,mixed,light,test_2305,giáo viên thờ ơ dạy cho có .,giáo vêin thờ ơ dạy cho có .,0.035714,0,negative,0,lecturer
mixed_light,mixed,light,test_1168,thầy dạy rất chi tiết và dễ hiểu .,thầy dạy rấtt chi tiết và dễ hiểu .,0.014493,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_139,em rất hài lòng về phương pháp giảng dạy này .,em rat hai long ve phuong phap giang day nay .,0.217391,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_864,dạy sát kiến thức cho việc thi cử .,day sat kien thuc cho viec thi cu .,0.171429,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_291,sinh viên hiểu thầy mới cho về .,sinh vien hieu thay moi cho ve .,0.15625,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_1243,dạy hơi chán nhưng chắc tại môn giới thiệu ngành nó không có nhiều điều để nói lắm .,day hoi chan nhung chac tai mon gii thieu nganh no khong co nhieu dieu de noi lam .,0.233533,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_599,dạy kết hợp với các hoạt động liên quan đến bài học để sinh viên dễ dàng nắm và nhớ kiến thức hơn .,day ket hop vs cac hoat dong lien quan den bai hoc de sinh vien de dang nam va nho kien thuc hon .,0.248731,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_1237,cần thêm bài tập ôn chuyên sâu hơn .,can them bai tap on chuyen sau hon .,0.222222,0,negative,1,training_program
mixed_no_accent,mixed,medium,test_598,giáo viên rất nhiệt tình .,giao vien rat nhiet tinh .,0.192308,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_416,nhà trường cần cải tiến thiết bị trong phòng học vì máy chiếu quá mờ .,nha truong can cai tien thiet bi trong phong hoc vi may chieu qua mo .,0.214286,0,negative,2,facility
mixed_no_accent,mixed,medium,test_314,"giáo viên vui vẻ , giảng dạy nhiệt tình .","giao vien vui ve , giang day nhiet tinh .",0.170732,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_1265,"thầy chu đáo , vui vẻ , tận tình .","thay chu dao , vui ve , tan tinh .",0.176471,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_170,"do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .","do trinh do tieng anh cua lop khong cao chi mot so it co kha nang nghe , doc , va hieu duoc bai giang cua thay nen hieu qua cua viec giang day bang tieng anh la chua cao .",0.210526,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_408,"thầy vui tính , giảng dễ hiểu .","thay vui tinh , giaang de hieu .",0.174603,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_1229,đôi khi giảng hơi nhanh !,doi khi ginag hoi nhanh !,0.16,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_2128,thầy dạy rất dễ hiểu !,thay day ratt de hieu !,0.244444,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_102,đồ án phần bắt buộc chỉ chiếm 1dot5 điểm và chỉ biết sau khi đã nộp .,do an phan bat buoc chi chiem 1dot5 diem va chi biet sau khi da nop .,0.231884,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_1554,"cô dạy rất dễ hiểu , nhiệt tình với học sinh , luôn hỗ trợ học sinh .","co day rat de hieu , nhiet tinh voi hoc sinh , luon ho tro hoc sinh .",0.188406,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_1657,thầy dạy nhanh quá và ít cho bài tập về nhà .,thay day nhanh qua va it cho bai tap ve nha .,0.2,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_727,"còn khoảng 15 - 20 phút cuối giờ mới mở slide lên và đọc slide , lướt rất nhanh nên sinh viên không thể hiểu bài được .","con khoang 15 - 20 phut cuoi gio moi mo slide len va doc slide , luot rat nhanh nen sinh vien k the hieu bai dc .",0.198276,0,negative,0,lecturer
mixed_no_accent,mixed,medium,test_602,quan tâm đến tình hình học tập của sinh viên rất nhiều .,quan tam den tinh hinh hoc tap cua sinh vien rat nhieu .,0.196429,2,positive,0,lecturer
mixed_no_accent,mixed,medium,test_3042,"giảng viên giảng dạy dễ hiểu , giúp đỡ sinh viên nhiệt tình .","giang vien giang day de hieu , giup do sinh vien nhiet tinh .",0.196721,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_139,em rất hài lòng về phương pháp giảng dạy này .,em rat hai long ve phuong phap giang day nay .,0.217391,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_864,dạy sát kiến thức cho việc thi cử .,day sat kien thuc cho viec thi cu .,0.171429,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_291,sinh viên hiểu thầy mới cho về .,sinh vien hieu thay moi cho ve .,0.15625,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_1243,dạy hơi chán nhưng chắc tại môn giới thiệu ngành nó không có nhiều điều để nói lắm .,day hoi chan nhung chac tai mon gioi thieu nganh no khong co nhieu dieu de noi lam .,0.238095,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_599,dạy kết hợp với các hoạt động liên quan đến bài học để sinh viên dễ dàng nắm và nhớ kiến thức hơn .,day ket hop voi cac hoat dong lien quan den bai hoc de sinh vien de dang nam va nho kien thuc hon .,0.242424,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_1237,cần thêm bài tập ôn chuyên sâu hơn .,can them bai tap on chuyen sau hon .,0.222222,0,negative,1,training_program
no_accent,remove_diacritics,medium,test_598,giáo viên rất nhiệt tình .,giao vien rat nhiet tinh .,0.192308,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_416,nhà trường cần cải tiến thiết bị trong phòng học vì máy chiếu quá mờ .,nha truong can cai tien thiet bi trong phong hoc vi may chieu qua mo .,0.214286,0,negative,2,facility
no_accent,remove_diacritics,medium,test_314,"giáo viên vui vẻ , giảng dạy nhiệt tình .","giao vien vui ve , giang day nhiet tinh .",0.170732,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_1265,"thầy chu đáo , vui vẻ , tận tình .","thay chu dao , vui ve , tan tinh .",0.176471,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_170,"do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .","do trinh do tieng anh cua lop khong cao chi mot so it co kha nang nghe , doc , va hieu duoc bai giang cua thay nen hieu qua cua viec giang day bang tieng anh la chua cao .",0.210526,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_408,"thầy vui tính , giảng dễ hiểu .","thay vui tinh , giang de hieu .",0.16129,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_1229,đôi khi giảng hơi nhanh !,doi khi giang hoi nhanh !,0.16,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_2128,thầy dạy rất dễ hiểu !,thay day rat de hieu !,0.227273,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_102,đồ án phần bắt buộc chỉ chiếm 1dot5 điểm và chỉ biết sau khi đã nộp .,do an phan bat buoc chi chiem 1dot5 diem va chi biet sau khi da nop .,0.231884,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_1554,"cô dạy rất dễ hiểu , nhiệt tình với học sinh , luôn hỗ trợ học sinh .","co day rat de hieu , nhiet tinh voi hoc sinh , luon ho tro hoc sinh .",0.188406,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_1657,thầy dạy nhanh quá và ít cho bài tập về nhà .,thay day nhanh qua va it cho bai tap ve nha .,0.2,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_727,"còn khoảng 15 - 20 phút cuối giờ mới mở slide lên và đọc slide , lướt rất nhanh nên sinh viên không thể hiểu bài được .","con khoang 15 - 20 phut cuoi gio moi mo slide len va doc slide , luot rat nhanh nen sinh vien khong the hieu bai duoc .",0.193277,0,negative,0,lecturer
no_accent,remove_diacritics,medium,test_602,quan tâm đến tình hình học tập của sinh viên rất nhiều .,quan tam den tinh hinh hoc tap cua sinh vien rat nhieu .,0.196429,2,positive,0,lecturer
no_accent,remove_diacritics,medium,test_3042,"giảng viên giảng dạy dễ hiểu , giúp đỡ sinh viên nhiệt tình .","giang vien giang day de hieu , giup do sinh vien nhiet tinh .",0.196721,2,positive,0,lecturer
teencode_light,teencode,light,test_767,"nhiều buổi học không có giảng viên , khi liên hệ phòng công tác sinh viên của trường thì không gặp .","nhiều buổi học không có giảng viên , khi liên hệ phòng công tác sv của trường thì không gặp .",0.036269,0,negative,1,training_program
teencode_light,teencode,light,test_2821,"nên có những buổi học với giảng viên nước ngoài để có môi trường thực hành giao tiếp một cách thực tế , được xem cách người người bản xứ phát âm thì sẽ tốt hơn rất nhiều .","nên có những buổi học vs giảng viên nước ngoài để có môi trường thực hành giao tiếp một cách thực tế , được xem cách người người bản xứ phát âm thì sẽ tốt hơn rất nhiều .",0.008798,0,negative,1,training_program
teencode_light,teencode,light,test_689,"giảng viên tận tình , diễn đạt dễ hiểu , ví dụ đưa ra cụ thể .","gv tận tình , diễn đạt dễ hiểu , ví dụ đưa ra cụ thể .",0.068966,2,positive,0,lecturer
teencode_light,teencode,light,test_2082,"thầy dạy rất hay , rất tốt với sinh viên .","thầy dạy rấtt hay , rất tốt với sv .",0.102564,2,positive,0,lecturer
teencode_light,teencode,light,test_2130,thực hành xong ít nhất 3 tuần lý thuyết mới học tới nên em có ý kiến nên phân bổ lại thời gian thực hành hoặc chọn nội dung thực hành cho phù hợp với tiến độ lý thuyết trên lớp .,thực hành xong ít nhất 3 tuần lý thuyết mới học tới nên em có ý kiến nên phân bổ lại thời gian th hoặc chọn nội dung thực hành cho phù hợp vs tiến độ lý thuyết trên lớp .,0.028736,0,negative,1,training_program
teencode_light,teencode,light,test_3116,nội dung thực hành rất hợp lý .,nội dung thực hành rấtt hợp lý .,0.015873,2,positive,1,training_program
teencode_light,teencode,light,test_3000,"theo em , chất lượng học ở trung tâm itp rất tốt nhưng chương trình em học nó lại ngắn hơn so với chương trình thì rất ít xấp xỉ 1 - 3 so với học bên ngoài đồng nghĩa với việc phải học một buổi chỉ được 2 tiếng rưỡi mà có khi em phải học 3 chương nên rất khó tiếp thu .","theo em , chất lượng học ở trung tâm itp rất tốt nhưng chương trình em học nó lại ngắn hơn so với ct thì rấtt ít xấp xỉ 1 - 3 so vs học bên ngoài đồng nghĩa với việc phải học một buổi chỉ được 2 tiếng rưỡi mà có khi em phải học 3 chương nên rất khó tiếp thu .",0.05303,0,negative,1,training_program
teencode_light,teencode,light,test_1306,"mới đầu tiên em nghĩ thầy khó tính gây áp lực cho em , thầy cho làm deadline quá trời mà những lớp khác không có , nhưng đến bây giờ em mới hiểu nhờ thầy em biết được nhiều dạng bài tập hơn , thầy thích hợp dạy môn kiến trúc máy tính , nhưng mà thầy dạy phần cứng hay hơn ấy ạ .","mới đầu tiên em nghĩ thầy khó tính gây áp lực cho em , thầy cho làm deadline quá trời mà những lớp khác không có , nhưng đến bây giờ em mới hiểu nhờ thầy em biết dc nhiều dạng bài tập hơn , thầy thích hợp dạy môn kiến trúc máy tính , nhưng mà thầy dạy phần cứng hay hơn ấy ạ .",0.00722,2,positive,0,lecturer
teencode_light,teencode,light,test_867,"cô quá chất , đi dạy chỉ cần cái điện thoại .","cô qá chất , đi dạy chỉ cần cái điện thoại .",0.011236,2,positive,0,lecturer
teencode_light,teencode,light,test_3102,phần chấm bài thuyết trình quá sơ sài .,phần chấm bài thuyết trình qua sơ sài .,0.025641,0,negative,0,lecturer
teencode_light,teencode,light,test_246,"em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , không đơn thuần chỉ là j2e thì tốt quá !","em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , khong đơn thuần chỉ là j2e thì tốt quá !",0.007519,0,negative,1,training_program
teencode_light,teencode,light,test_2523,"đồ án cuối kỳ của em được giảng viên xem xét và góp ý chỉ sửa duy nhất một lỗi là hoàn thiện khi báo cáo trong năm học , nhưng đến cuối kỳ giảng viên lại cố gắng tìm ra lỗi khác để cho sinh viên rớt môn .","đồ án cuối kỳ của em đc giảng viên xem xét và góp ý chỉ sửa duy nhất một lỗi là hoàn thiện khi báo cáo trong năm học , nhưng đến cuối kỳ giảng viên lại cố gắng tìm ra lỗi khác để cho sinh viên rớt môn .",0.004926,0,negative,0,lecturer
teencode_light,teencode,light,test_942,"thầy dạy dễ hiểu , dễ tiếp thu , nhiệt tình với sinh viên , tâm huyết với bài giảng .","thầy dạy dễ hiểu , dễ tiếp thu , nhiệt tình với sinh viên , tâm huyết vs bài giảng .",0.017751,2,positive,0,lecturer
teencode_light,teencode,light,test_3147,cho sinh viên thực hành một đề bài quản lý thông tin trên nhiều ngôn ngữ do sinh viên tự chọn để sinh viên thấy được mối liên quan của môn học với những môn khác cũng như với thực tế .,cho sinh viên thực hành một đề bài quản lý thông tin trên nhiều ngôn ngữ do sv tự chọn để sinh viên thấy dc mối liên quan của môn học với những môn khác cũng như với thực tế .,0.030641,0,negative,1,training_program
teencode_light,teencode,light,test_1288,"thầy vui tính , hướng dẫn bài tập kỹ lưỡng , tạo cảm giác thoải mái học tập cho sinh viên .","thầy vui tính , hướng dẫn bt kỹ lưỡng , tạo cảm giác thoải mái học tập cho sinh viên .",0.028249,2,positive,0,lecturer
teencode_light,teencode,light,test_1711,cách truyền đạt bài giảng .,cách truyền đạt bg .,0.148936,1,neutral,0,lecturer
teencode_light,teencode,light,test_1797,nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,nên upload nội dung học sau mỗi bữa vào module để sv không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,0.027027,0,negative,0,lecturer
teencode_light,teencode,light,test_397,"thầy nhiệt tình , thân thiện , truyền đạt kiến thức tốt , tận tình với học sinh .","thầy nhiệt tình , thân thiện , truyền đạt kiến thức tốt , tận tình vs học sinh .",0.018634,2,positive,0,lecturer
teencode_light,teencode,light,test_1167,trang thiết bị thực hành nên được đầu tư hơn .,trang thiết bị thực hành nên dc đầu tư hơn .,0.044444,0,negative,2,facility
teencode_light,teencode,light,test_2113,"giáo viên thực hành chưa thật sự giảng dạy hết mình , hầu như để sinh viên tự nghiên cứu không chỉ gì hết !","giáo viên thực hành chưa thật sự giảng dạy hết mình , hầu như để sinh viên tự nghiên cứu ko chỉ gì hết !",0.023697,0,negative,0,lecturer
typo_light,typo,light,test_1773,không dạy lướt và áp dụng những phần chưa học vào tiết học hiện tại .,không dạy lướt và áp dụg những phần chưa học vào tiết học hiện tại .,0.007299,0,negative,0,lecturer
typo_light,typo,light,test_3052,khả năng truyền đạt tốt và định hướng nghề nghiệp .,khả năng truyền đạt tốt và địh hướng nghề nghiệp .,0.009901,2,positive,0,lecturer
typo_light,typo,light,test_1164,"nội dung học thiên về thực hành , ứng dụng vào sản phẩm mà hình thức thi lại lài viết rất khó đánh giá chính xác .","nội dung học thiên về thực hành , ứng dụng vào sản phẩm mà hình thức thi lại lài viết rất khó đánhh giá chính xác .",0.004367,0,negative,1,training_program
typo_light,typo,light,test_1593,"lý thuyết có lẽ thầy rất hay song về bài tập có lẽ hơi mập mờ về kiến thức , rất thường nhầm lẫn .","lý thuyết có lẽ thầy rất hay sonng về bài tập có lẽ hơi mập mờ về kiến thức , rất thường nhầm lẫn .",0.005076,0,negative,0,lecturer
typo_light,typo,light,test_1482,không song song với kiến thức được học ở lớp lý thuyết .,không song song với kiến thức được học ở lớp lý thyuết .,0.017857,2,positive,1,training_program
typo_light,typo,light,test_957,"chỉ cần tổ chức các cuộc thi học thuật , trường phải nhúng tay vào , kêu tài trợ nhiều lên , giải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .","chỉ cần tổ chức các cuộc thi học thuật , trường pảhi nhúng tay vào , kêu tài trợ nhiều lên , gải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .",0.009836,0,negative,1,training_program
typo_light,typo,light,test_1739,giảng viên cần phải giảng và hướng dẫn thực hành từng bài học của mỗi buổi học để sinh viên hiểu và thực hành được .,giảng viiên cần phải giảng và hớưng dẫn thực hành từng bài học của mỗi bổi học để sinh viên hiểu và thực hành được .,0.017241,0,negative,0,lecturer
typo_light,typo,light,test_758,thầy giảng bài còn hơi nhỏ và lướt hơi nhanh nên nhiều bạn không bắt kịp .,thầy giảng bài còn hơi nhỏ và lướt hơi nhhanh nên nhiều bạn không bắt kịp .,0.006711,0,negative,0,lecturer
typo_light,typo,light,test_1582,"cần có các buổi thực hành trên phòng lab để sinh viên tiếp cận thực tế với các thiết bị mạng , áp dụng kiến thức về lý thuyết đã học để thực hành .","cần có các bui thực hành trên phòng lab để sinh viên tiếp cận thực tế với các thiết bị mạng , áp dụng kiến thức về lý thuyết đã học để thực hành .",0.003413,0,negative,0,lecturer
typo_light,typo,light,test_1154,"thầy rất chịu khó chép bảng , giúp đỡ nhiệt tình .","tầhy rất cịhu khó chép bảng , giúp đỡ nhiệt tình .",0.04,2,positive,0,lecturer
typo_light,typo,light,test_1466,không reply mail .,không reply maail .,0.027027,0,negative,0,lecturer
typo_light,typo,light,test_727,"còn khoảng 15 - 20 phút cuối giờ mới mở slide lên và đọc slide , lướt rất nhanh nên sinh viên không thể hiểu bài được .","còn khoảng 15 - 20 phút cuối giờ mới mở slide lên và đọc slide , lưt rất nhanh nên sinh viên không thể hiểu bài được .",0.004219,0,negative,0,lecturer
typo_light,typo,light,test_2201,"giảng viên hiền lành , dễ trao đổi với sinh viên .","giảng viên hềin lành , dễ trao đổi với sinh viên .",0.02,2,positive,0,lecturer
typo_light,typo,light,test_335,"cho bọn em tự nghiên cứu các phần và tự lên thuyết trình về bài giảng đó , điều đó thật sự rất bổ ích cho bọn em .","cho bọn em tự nghiên cứu các phần và tự lên thuyết trình về bài gảing đó , điều đó thật sự rất bổ ích cho bọn em .",0.008772,2,positive,0,lecturer
typo_light,typo,light,test_1762,giữ nguyên hình thức cũ !,giữ nguyên hnh thức cũ !,0.020408,1,neutral,3,others
typo_light,typo,light,test_1890,"theo em cần phải thêm thời gian học cho môn này , vì 2 tiết tuần không đủ để giảng viên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .","theo em cần phảải thêm thời gian học cho môn này , vì 2 tiếtt tuần không đủ để giảng viiên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .",0.010309,0,negative,1,training_program
typo_light,typo,light,test_2004,kết thúc học thực hành trễ cũng không phù hợp vì cuối năm mới học đến những kiến thức làm đồ án nên rất bận .,kết thúc học thực hàh trễ cũng không phù hợp vì cuối năm mới học đến những kiến thức làm đồ án nên rất bận .,0.004608,0,negative,1,training_program
typo_light,typo,light,test_2846,giảng viên nhiệt tình giảng dạy .,gảing viên nhiệt tình giảng dạy .,0.030303,2,positive,0,lecturer
typo_light,typo,light,test_2990,cần cập nhật giáo trình cho sinh viên .,cần cập nhật gáio trình cho sinh viên .,0.025641,0,negative,1,training_program
typo_light,typo,light,test_2480,"dạy lan man , lên lớp chỉ cố gắng đọc một cái slide cho hết giờ , kiến thức chưa dạy thì đã có trong đề thi .","dạy lan man , lên lớp chỉ cố gắng đọc một cái slide cho hết giờ , kếin thức chưa dạy thì đã có trong đề thi .",0.009174,0,negative,0,lecturer
typo_medium,typo,medium,test_3073,sử dụng nhiều ví dụ giúp sinh viên nắm kiến thức nhanh .,sử dụng nhiều ví dụ giúp snih viên nắm kiến thức nhanh .,0.017857,2,positive,3,others
typo_medium,typo,medium,test_1883,"nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiểu được nội dung của nhóm mình trình bày mà thôi .","nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiu được nội dung của nhóm mình trình bày mà thôi .",0.003367,0,negative,1,training_program
typo_medium,typo,medium,test_3017,"giảng viên tâm huyết , nhiệt tình .","giảng viiên tâm huyết , nhiệt tình .",0.014085,2,positive,0,lecturer
typo_medium,typo,medium,test_1904,"giảng viên dạy rất nhiệt tình , chỉ bảo tận tình .","giảng viên dạy rất nhiệt tình , chỉ bảo tận tìnnh .",0.009901,2,positive,0,lecturer
typo_medium,typo,medium,test_1634,"nội dung bài học đều sát với thực tế , lý thuyết dễ hiểu .","nội dng bài học đều sát với thực tế , lý thyết dễ hiểu .",0.017544,2,positive,0,lecturer
typo_medium,typo,medium,test_2279,giáo viên cần thông báo cụ thể các chương thi học kỳ một cách cụ thể hơn giúp cho sinh viên nắm được thông tin chích xác khi ôn tập tránh tình trạng chỉ tập trung vào các chương trọng yếu mà không học các chương còn lại .,giáo viên cần thông báo cụ thể các chương thi học kỳ một cách cụ thể hơn giúp cho sinh viên nắm đđược thông tin chích xác khi ôn tập tráh tnìh trạng chỉ tập trung vào các chương trọng yếu mà không học các chương còn lại .,0.022624,0,negative,0,lecturer
typo_medium,typo,medium,test_611,nâng cấp hệ thống máy tình phòng thực hành .,nâng cấp hệ thống máy tình phòng thực hnh .,0.011494,0,negative,2,facility
typo_medium,typo,medium,test_2609,"giảng viên thường nghỉ đột xuất nhiều , phương pháp dạy chưa cuốn hút khiến sinh viên chưa thể tập trung vào việc học .","gảing viên thường nghỉ đột xuất nhiều , phương pháp dạy cchưa cuốn hút khiếnn sinh viên chưa thể tập trung vào việc học .",0.016667,0,negative,0,lecturer
typo_medium,typo,medium,test_693,"giảng viên cần tích cực đi dạy đầy đủ , gần gũi với sinh viên hơn thay vì lên cho bài tập rồi ngồi một chỗ .","giảng vin cần tích cực đi dạy đầy đủ , gần gũi với sinh viên hơn thay vì lên cho bài tập rồi ngi một chỗ .",0.009346,0,negative,0,lecturer
typo_medium,typo,medium,test_2889,"nhìn chung em hài lòng về môn học này , nên em không có ý kiến khác .","nìhn chung em hài lòng về môn học này , nên em không có ý kếin khác .",0.028986,2,positive,1,training_program
typo_medium,typo,medium,test_2671,thầy giảng tương đối dễ hiểu .,thầy giảảng tương đối dễ hiểu .,0.016393,2,positive,0,lecturer
typo_medium,typo,medium,test_610,đề nghị có câu trả lời cụ thể khi sinh viên hỏi bài .,đề nghị có câu trả lời cụ thể khi sinh vên hỏi bài .,0.009524,0,negative,0,lecturer
typo_medium,typo,medium,test_169,các buổi ngoại khóa nên được mở .,các buổii ngoại khóa nên được mở .,0.014925,0,negative,3,others
typo_medium,typo,medium,test_110,kiến thức chuyên môn sâu .,kkiến thức chuyên môn sâu .,0.018868,2,positive,0,lecturer
typo_medium,typo,medium,test_2500,"giảng nhanh , tính nhẩm hơi chậm .","giảng nhanh , tính nẩm hơi chậm .",0.014925,0,negative,0,lecturer
