task,variant,noise_type,noise_level,original_id,original_text,text,y_true,y_true_name,clean_y_pred,clean_y_pred_name,y_pred,y_pred_name,error_type,sentiment_label,sentiment_name,topic_label,topic_name
topic,no_accent,remove_diacritics,medium,test_2575,"thầy rất nhiệt tình , vui tính .","thay rat nhiet tinh , vui tinh .",0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_3003,nếu mà học như vậy thì sinh viên ngồi ở nhà lên mạng làm bài cũng được .,neu ma hoc nhu vay thi sinh vien ngoi o nha len mang lam bai cung duoc .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,no_accent,remove_diacritics,medium,test_733,"lý do điểm đánh giá thầy wzjwz31 không cao do thầy wzjwz31 không tham gia chính vào công tác giảng dạy môn học , thầy gần như chỉ có mặt ở lớp như để có mặt .","ly do diem danh gia thay wzjwz31 khong cao do thay wzjwz31 khong tham gia chinh vao cong tac giang day mon hoc , thay gan nhu chi co mat o lop nhu de co mat .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2895,em hoàn toàn hài lòng về phương pháp giảng dạy này .,em hoan toan hai long ve phuong phap giang day nay .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_1357,rất ít khi thấy giảng viên đến phòng thực hành .,rat it khi thay giang vien den phong thuc hanh .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_653,giáo viên giải bài tập cần giải thích kỹ hơn lý do vì sao đáp án đó đúng hoặc vì sao sai để sinh viên biết nên sửa chữa chỗ nào cho hợp lý và biết mình sai ở đâu .,giao vien giai bai tap can giai thich ky hon ly do vi sao dap an do dung hoac vi sao sai de sinh vien biet nen sua chua cho nao cho hop ly va biet minh sai o dau .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2942,"phương pháp dạy dễ hiểu , cách tiếp cận đơn giản và hấp dẫn .","phuong phap day de hieu , cach tiep can don gian va hap dan .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2682,cô rất nhiệt tình trong giảng dạy .,co rat nhiet tinh trong giang day .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_289,giảng viên là người nhiều kinh nghiệm .,giang vien la nguoi nhieu kinh nghiem .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_159,thầy dạy rất thuyết phục và dễ hiểu .,thay day rat thuyet phuc va de hieu .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_1953,cách dạy của cô thương rất hiệu quả .,cach day cua co thuong rat hieu qua .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_3127,"phương pháp , thái độ và sự nhiệt tình của giảng viên .","phuong phap , thai do va su nhiet tinh cua giang vien .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_426,"thầy nghiêm túc , cách làm việc và yêu cầu đúng bản chất của môn học .","thay nghiem tuc , cach lam viec va yeu cau dung ban chat cua mon hoc .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2274,"thầy cực kỳ vui vẻ , lại dạy dễ hiểu .","thay cuc ky vui ve , lai day de hieu .",0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_3148,"em nói điều này có thể hơi xúc phạm nhưng kỹ năng sư phạm của thầy cần được cải thiện , mặc dù kiến thức chuyên môn có cao đi chăng nữa .","em noi dieu nay co the hoi xuc pham nhung ky nang su pham cua thay can duoc cai thien , mac du kien thuc chuyen mon co cao di chang nua .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_494,"slide thầy chuẩn bị thì không khác giáo viên khác là nhiêu , thầy sử dụng các ví dụ rất nhiều nhưng thật sự chưa lôi kéo được sinh viên về phía mình ( cho sinh viên hiểu được ) .","slide thay chuan bi thi khong khac giao vien khac la nhieu , thay su dung cac vi du rat nhieu nhung that su chua loi keo duoc sinh vien ve phia minh ( cho sinh vien hieu duoc ) .",0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2934,cô dạy rất nhiệt tình .,co day rat nhiet tinh .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,no_accent,remove_diacritics,medium,test_1866,"lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy không yêu cầu cao , học hành rất thoải mái với thầy , nhưng càng về sau cả lớp đều chịu thua với độ khó tính của thầy .","luc ngay dau tien vao gioi thieu thi tu thay noi rang thay khong yeu cau cao , hoc hanh rat thoai mai voi thay , nhung cang ve sau ca lop deu chiu thua voi do kho tinh cua thay .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,no_accent,remove_diacritics,medium,test_162,giáo viên thực hành .,giao vien thuc hanh .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,1,neutral,0,lecturer
topic,no_accent,remove_diacritics,medium,test_2733,"thầy dạy hay , dễ hiểu .","thay day hay , de hieu .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_3047,giảng viên không đảm bảo giờ lên lớp và không cung cấp tài liệu trên moodle .,giang vien khong dam bao gio len lop va khong cung cap tai lieu tren moodle .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_960,"khả năng truyền đạt tốt , dễ hiểu , nhiệt huyết , giảng hay .","kha nang truyen dat tot , de hieu , nhiet huyet , giang hay .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_3040,"cập nhật chương trình học , cần có bộ slide hay giáo trình tiếng việt riêng cho môn học .","cap nhat chuong trinh hoc , can co bo slide hay gaio trinh teng viet rieng cho mon hoc .",1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_no_accent,mixed,medium,test_1658,ít bài tập trên moodle .,it bai tap tren moodle .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_no_accent,mixed,medium,test_1155,cộng thêm lớp lý thuyết và thực hành đồng bộ hơn .,cong them lop ly thuyet va thuc hanh dong bo hon .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_no_accent,mixed,medium,test_2628,"phòng thực hành nóng , khó chịu , hệ thống máy lạnh hay gặp sự cố , cửa phòng cũng hay có vấn đề .","phong thuc hanh nong , kho ciu , he thong may lanh hay gap su co , cua phong cung hay co van de .",2,facility,2,facility,3,others,clean_correct_noisy_wrong,0,negative,2,facility
topic,mixed_no_accent,mixed,medium,test_2465,gần gũi .,gan gui .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2534,"môn cơ chế mã độc là môn rất hay , rất cần thiết .","mon co che ma doc la mon rat hay , rat can thiet .",1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,2,positive,1,training_program
topic,mixed_no_accent,mixed,medium,test_1369,tâm lý học sinh !,tam ly hoc sinh !,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_3161,"các slide khó hiểu , ngôn ngữ trong slide phức tạp , lòng vòng vì vậy giảng viên cần chỉnh sửa lại slide giảng dạy .","cac slide kho hieu , ngon ngu trong slde phuc tap , long vong vi vay gv can chinh sua lai slide giang day .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_975,em nghĩ thầy nên cho nhiều bài tập về nhà để làm hơn .,em nghi thay nen cho nhieu bai tap ve nha de lam hon .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2956,cô wzjwz188 dạy hay .,co wzjwz188 day hay .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_139,em rất hài lòng về phương pháp giảng dạy này .,em rat hai long ve phuong phap giang day nay .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_1727,"thầy thường cho bài tập củng cố kiến thức , bài tập phong phú , bao quát kiến thức lý thuyết đã học .","thay thuong cho bai tap cung co kien thuc , bai tap phong phu , bao quat kien thuc ly thuyet da hoc .",0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_808,"đúng chất một cô giáo viên gương mẫu , cô dạy rất nhiệt tình , rất nhiệt huyết với nghề và cũng rất rất quan tâm tới sinh viên chúng em , dạy bằng cả trái tim .","dung chat mot co giao vien guong mau , co day rat nhiet tinh , rat nhiet huyet voi nghe va cung rat rat quan tam toi sinh vien chung em , day bang ca trai tim .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_199,tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,tai sao trong qua trinh hoc khong co mot buoi tham quan mot cong ty dang lam ve oracal hieu qua se cao hon .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_no_accent,mixed,medium,test_42,"tốc độ dạy của giảng viên nhanh , nên có một số nội dung không cung cấp đầy đủ kiến thức .","toc do day cua gv nhanh , nen co mot so noi dung khong cung cap day du kien thuc .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2418,"luôn chỉ ra những mẹo hay và nhanh , giúp sinh viên đạt thành tích cao , và đặc biệt là hiểu rõ vấn đề một cách sâu sắc !","luon chi ra nhung meo hay va nhanh , giup sinh vien dat thanh tich cao , va dac biet la hieu ro van de mot cach sau sac !",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2725,chăm chú bài tập .,cham chu bai tap .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,1,neutral,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2851,thầy dạy dễ hiểu bài tập đa dạng .,thay day de hieu bai tap da dang .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_890,"cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết .","co day nhiet tinh de hieu , sua bai can than chi tiet .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_1781,"giảng viên siết chặt hơn nữa việc báo cáo tiến độ , tránh tình trạng các nhóm bao che cho nhau .","giang vien siet chat hon nua viec bao cao tien do , tranh tinh trrang cac nhom bao che cho nhu .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2140,"thầy dạy hay , dễ hiểu , có tính thực tiễn .","thay day hay , de hieu , co tinh thuc tien .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_1565,có sự phối hợp chặt chẽ giữa giáo viên lý thuyết và thực hành .,co su phoi hop chat che giua giao vien ly thuyet va thuc hanh .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_500,thầy giảng dạy rất ân cần và quan tâm tới sinh viên .,thay giang day rat an can va quan tam toi sinh vien .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_2334,"em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn .","em chi dam thinh cau quy thay co soan ra mot bo tai lieu ma co the giup sv tu nghien cuu , hoc tap mon nay hieu qua hon .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_1477,cô rất dễ thương colonhihi .,co ratt de thuong colonhihi .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_no_accent,mixed,medium,test_357,"buổi học đầu tiên là 2 tuần sau thi giữa học kỳ , chỉ yêu cầu làm bài tập mà không cần làm đồ án môn học .","buoi hoc dau tien la 2 tuan sau thi giua hoc ky , chi yeu cau lam bt ma khong can lam do an mon hoc .",1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_no_accent,mixed,medium,test_2094,đôi khi cô hơi hình thức hóa một số vấn đề .,doi khi co hoi hinh thuc hoa mot so van de .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_no_accent,mixed,medium,test_1427,quá nhiều kiến thức cần nắm nhưng thời gian có hạn .,qua nhieuu kien thuc can nam nhung thoi gian co han .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,1,neutral,1,training_program
topic,mixed_light,mixed,light,test_13,sinh viên không tiếp thu kịp cũng như không hiểu gì .,sinh viên khôông tiếp thu kịp cũng như không hiểu gì .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_143,nên nâng cao cơ sở vật chất của trường .,nên nâng cao csvc của trường .,2,facility,2,facility,1,training_program,clean_correct_noisy_wrong,0,negative,2,facility
topic,mixed_light,mixed,light,test_1562,bài tập nhiều và khó .,bt nhiều và khó .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_504,giảng viên nên đảm bảo giờ trên lớp và sử dụng hiệu quả tiết học .,gv nên đảm bảo giờ trên lớp và sử dụng hiệu quả tiết học .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_2263,cơ sở vật chất ảnh hưởng đến chất lượng môn học .,csvc ảnh hưởng đến chất lượng môn học .,2,facility,2,facility,3,others,clean_correct_noisy_wrong,0,negative,2,facility
topic,mixed_light,mixed,light,test_2870,môn giải tích là một môn khô khan nhưng cô wzjwz261 dạy rất dễ hiểu .,môn giải tích là một môn khô khan nhưng cô wzjwz261 dạy rat dễ hiểu .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_3020,cách chấm điểm giữa các nhóm chưa được công bằng .,cách cấm điểm giữa các nhóm chưa duc cônng bằng .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_1020,thêm giờ sửa bài tập các chương sau .,têhm giờ sửa bt các chương sau .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_2443,odoo quá khó .,odoo qua khó .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_443,có kết hợp với bài tập ví dụ .,có kết hợp với bt ví dụ .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,1,neutral,1,training_program
topic,mixed_light,mixed,light,test_2522,không thông báo các buổi thực hành .,ko thông báo các buổi thực hành .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_116,thêm nhiều bài tập thiết thực hơn .,têhm nhiều bài tập thiết thực hơn .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_1694,"em mong những lần sau thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia .","em mong những lần sau thhầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia .",0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_1358,thông báo nghỉ trễ .,thông báo ngghỉ trễ .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_205,nhưng đi thực hành mà giảng viên hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,nhưng đi thực hành mà gv hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_622,giảng viên cung cấp nhiều mẹo hay trong môn học .,gv cung cấp nhiều mẹo hay trong môn học .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_150,chương trình giảng dạy cần được phân bố hợp lý và được cập nhật .,ct giảng dạy cần được phân bố hợp lý và được cập nhật .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_121,"ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiết .","ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiiết .",1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,1,neutral,1,training_program
topic,mixed_light,mixed,light,test_2878,"bài tập đầy đủ , hiệu quả .","bt đầy đủ , hiệu quả .",1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,2,positive,1,training_program
topic,mixed_light,mixed,light,test_771,"thực hành chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bài tập nhưng lại là bài tập của thực hành , mặt khác là cho rất nhiều .","th chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bt nhưng lại là bài tập của thực hành , mặt khác là cho rất nhiều .",1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_1327,rất hài lòng về giảng viên .,rất hài lòng về gv .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_2601,giảng viên cần sửa lại hệ thống wecode vì còn quá nhiều lỗi và quá rườm rà .,gv cần sửa lại hệ thống wecode vì còn quá nhiều lỗi và quá rườm rà .,0,lecturer,0,lecturer,2,facility,clean_correct_noisy_wrong,0,negative,0,lecturer
topic,mixed_light,mixed,light,test_2238,bài giảng rất dễ hiểu .,bg rất dễ hiểu .,1,training_program,1,training_program,3,others,clean_correct_noisy_wrong,2,positive,1,training_program
topic,mixed_light,mixed,light,test_3004,những tiết thực hành rất bổ ích ạ .,những tiết th rất bổ ích ạ .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,2,positive,1,training_program
topic,mixed_light,mixed,light,test_521,"giảng viên cho bài tập hay , khó .","gv cho bt hay , khó .",0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_289,giảng viên là người nhiều kinh nghiệm .,gv là người nhiều kinh nhgiệm .,0,lecturer,0,lecturer,3,others,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_1090,hài lòng với chất lượng giảng dạy của giảng viên này .,hài lòng với chất lượng giảng dạy của gv này .,0,lecturer,0,lecturer,1,training_program,clean_correct_noisy_wrong,2,positive,0,lecturer
topic,mixed_light,mixed,light,test_1047,sinh viên hoang mang không biết mình đang học những gì .,sinnh viên hoang mang không biết mình đang học những gì .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_572,cần cung cấp hướng dẫn thực hành .,cần cung cấp hướng dẫn th .,1,training_program,1,training_program,0,lecturer,clean_correct_noisy_wrong,0,negative,1,training_program
topic,mixed_light,mixed,light,test_987,"giảng viên cần sự dụng máy chiếu , không nên ghi bảng quá nhiều làm mất thời gian , bài tập có thể đưa lớp trưởng để photo ra , không vần chép lên bảng gây mất thời gian .","gv cần sự dụng máy chiếu , ko nên ghi bảng quá nhiều làm mất thời gian , bài tập có thể đưa lớp trưởng để photo ra , không vần chép lên bảng gây mất thời gian .",0,lecturer,0,lecturer,2,facility,clean_correct_noisy_wrong,0,negative,0,lecturer
